feedstock_type,conversion_route,moisture_pct,organic_fraction_pct,ash_pct,carbon_nitrogen_ratio,lower_heating_value_mj_kg,contamination_pct,temperature_c,hydraulic_retention_time_d,residence_time_min,oxygen_equivalence_ratio,ph,pretreatment_intensity,sensor_coverage,data_quality_index,collection_distance_km,seasonality_index,local_energy_demand_index,vulnerable_population_index,sorting_efficiency,net_energy_mwh_t,net_emissions_kgco2e_t,operating_cost_usd_t,material_recovery_index,reliability_index,exposure_index,carbon_avoidance_index,economic_viability_index,environmental_justice_index,ai_circularity_score
industrial_organic_residues,gasification,51.93156155753696,63.09029913212787,6.429603655917431,23.70312221742007,14.041246427706582,6.949596527487134,551.8999483290384,8.396989874314142,54.33350322514738,0.27462214882928515,7.194534422438811,0.4640876844165626,0.83464524476174,0.8504886506097894,34.79114010493801,0.09005414349677486,0.7542918700872779,0.49945959577080556,0.33003444262699794,0.3608217535251522,202.72407222810176,111.86211739724118,0.40098844971766456,0.8682580240526082,0.20664830229473738,0.04487253966726815,0.49063279947426414,0.7933516977052626,42.953016723520406
industrial_organic_residues,hybrid_biorefinery,42.2705957349957,74.77915895653395,10.486924376000115,24.20278728200957,16.566240303217164,7.670786646324046,728.0750597532679,23.33789534744446,48.46943278427981,0.22419017580869782,6.639995463050517,0.4915165254894174,0.7283444209112896,0.675121553287295,39.87561805285481,0.08239186835245807,0.596776677320378,0.7042507717699149,0.4539043038048425,0.672861923135874,60.5696001832489,130.29574565560478,0.8391018914660956,0.9374391532418404,0.19107990855494764,0.4141049345889639,0.4622625406919725,0.8089200914450524,62.2493785362301
industrial_organic_residues,anaerobic_digestion,43.68030911612182,67.52637704276505,11.742327394319952,20.41828712888502,15.001382272633808,8.442239976717726,40.23265588014972,26.326925544863933,6.8181741858869165,0.15036911815690923,7.122098626182761,0.3067003333002744,0.8290648548034557,0.8357378057841163,13.862277731529137,-0.009144849965062873,0.8312554647423313,0.08413524750349592,0.48450071646825116,0.5305958233764954,114.66123846248334,65.6539963978479,0.7465655259440607,0.9255893334132765,0.025294505885709473,0.2736071728247186,0.7711837316804717,0.9747054941142905,59.11606739115142
sewage_sludge,anaerobic_digestion,83.6977784394942,56.08853302058801,26.86745817387731,6.0,5.823770078175371,5.220272175783425,36.05095098422116,16.116569262218455,15.621811361772853,0.16444441120308587,6.63521779692407,0.16908810857672096,0.5667240153873324,0.6354744091074644,28.2678787140982,0.21472217625210613,0.493582324491354,0.10388990033019425,0.7061232181627739,0.1464207966376812,161.46270155803896,82.1268429802513,0.8135159479963472,0.8513158500575269,0.03379864189728974,0.15204493101808061,0.5999660332589672,0.9662013581027102,49.00032685564145
industrial_organic_residues,anaerobic_digestion,48.887597599346314,72.30580270376184,10.313939796333928,19.398667675138352,15.645647094656486,5.63504955897766,31.871971181163758,16.610312128401905,10.071055012665434,0.29053638794873043,7.2059970647507035,0.2548334023597709,0.6171321053867188,0.7526985925461087,61.98668462092574,0.18059118834722915,0.6110262821955222,0.41924264682991397,0.6832475631319085,0.19743463808302342,183.22592301245308,92.88781957553128,0.8117532160589152,0.9024542547579716,0.13385531922928223,0.09551708308453745,0.5545523594544162,0.8661446807707178,50.8441927115171
food_waste,hybrid_biorefinery,64.6384085696256,72.43816547978619,8.162725418238681,23.037463982958073,8.297444268389913,4.091894477783252,594.3205151666384,21.361634528190194,57.03309390365525,0.21766808059027482,7.61808933760496,0.4493148115899116,0.7411728314030501,0.830878148064179,9.307852306248968,-0.015222833697698057,0.7368089006462614,0.6547722002098699,0.6826093701349885,0.6782342788670512,15.072610714017154,91.6316275114712,0.9179542661164573,0.98,0.1551073440935694,0.532278933210345,0.666939817606166,0.8448926559064306,67.29336193474639
agricultural_residues,gasification,38.930240939633094,82.4109165710314,7.197498834740561,39.974630737665834,18.81406419474223,8.186092933216777,536.5114359807527,2.7736107702894515,54.32805091274093,0.3004336252126633,6.668345375069465,0.45562852988475117,0.685114394490728,0.7110086990124973,16.292796015398505,-0.02851257196712191,0.662488412285572,0.6228682779229014,0.4027117395100134,0.5514588767022951,176.31634756114101,100.67128990994058,0.40982556673576603,0.7849039396999924,0.30049066134701713,0.11346403230872464,0.5914720586116597,0.6995093386529829,42.36291019755373
industrial_organic_residues,hybrid_biorefinery,44.6517858794254,72.91041578931616,9.426261683709237,23.839093816563576,17.160199927523607,0.5,622.7622195813863,23.882562106862235,48.551927876245195,0.15396597930750971,6.535147376132496,0.7695183893137203,0.8742495063867485,0.7576562813558761,33.08590886682542,0.12650406070210193,0.7590187685728939,0.4941910278895835,0.6241433947734725,0.8295053878701294,22.979378608964403,122.5198084374663,0.9540973198384658,0.98,0.09127160965122175,0.5117418737429497,0.5376500882921322,0.9087283903487783,76.17090686797677
food_waste,incineration_energy_recovery,65.38153889680063,74.17807767642458,14.105007931325542,21.506435959937328,9.18283085366296,0.9588479006788031,653.76994068077,1.0,36.94631667124103,0.5718406630085872,7.2043592126373435,0.4966262925555752,0.684885678194713,0.710215308094152,40.292947342437344,0.1292443913654807,0.7219180436246904,0.5395296895106836,0.45548932514722024,0.13275410927593126,346.15832999266144,88.70587351631856,0.32689049938649944,0.9313006990959237,0.26752838470431245,0.0,0.562332885533765,0.7324716152956876,34.86397211068419
industrial_organic_residues,gasification,54.47193937408292,76.926214762906,13.417421182752346,26.04764075728251,18.15037296431684,6.384514933401867,419.5949364123509,12.021271807585705,39.50760682851809,0.2775516311040123,7.258342739701185,0.3902263744766385,0.7365623615681599,0.6410138616021027,38.042758364471,0.1556799473315603,0.5607725073641143,0.359538817984568,0.4815199598269826,0.42811928126714566,216.48336808660832,106.31542158848167,0.43690649538106363,0.8346662812667156,0.15729394254262125,0.009134108865952409,0.534631391413079,0.8427060574573788,42.50761497996823
