feedstock_type,conversion_route,moisture_pct,organic_fraction_pct,ash_pct,carbon_nitrogen_ratio,lower_heating_value_mj_kg,contamination_pct,temperature_c,hydraulic_retention_time_d,residence_time_min,oxygen_equivalence_ratio,ph,pretreatment_intensity,sensor_coverage,data_quality_index,collection_distance_km,seasonality_index,local_energy_demand_index,vulnerable_population_index,sorting_efficiency,net_energy_mwh_t,net_emissions_kgco2e_t,operating_cost_usd_t,material_recovery_index,reliability_index,exposure_index,carbon_avoidance_index,economic_viability_index,environmental_justice_index,ai_circularity_score,energy_objective,emission_objective,cost_objective,exposure_objective,reliability_objective,circularity_objective,pareto_efficient,composite_governance_score
agricultural_residues,hybrid_biorefinery,25.524520430267437,68.2211019019574,4.770157603468115,39.60896598010803,20.273860495204968,0.5,562.0924139325624,21.688887714670336,47.34540553809098,0.17249781600517824,7.921680122561981,0.5803967948179432,0.7726028308845677,0.7656537309686338,11.014516997026876,-0.21787759863650663,0.45817301737478655,0.5889021610261151,0.8333305723133093,1.3426130063054327,-100.65484169082912,96.10703516460927,0.98,0.9773159483978107,0.11785044694316545,0.8328697186774783,0.7895483605208307,0.8821495530568345,92.7461147736918,0.9474840683582088,0.952226289925977,0.6096297608752511,0.8258433849192769,0.9912992275358349,1.0,True,89.55917010708299
agricultural_residues,hybrid_biorefinery,21.819399600749648,69.2183478631861,6.229024120517717,36.48452154095176,19.100494486079437,0.5,435.7642316495491,29.936923404238865,59.99649259110564,0.11196881898602254,7.504526076207991,0.7086021999903068,0.8241836755358702,0.7636277861465741,39.06107516610038,-0.2849349256879997,0.654279402681605,0.22996615496437872,0.3773676970217904,1.4142583020369515,-91.81177318611492,118.35487329817423,0.8875301002546722,0.98,0.04421994312705952,0.8099007095743245,0.688216440668265,0.9557800568729404,89.34965859806421,1.0,0.9355325393959989,0.4343501135836584,0.9447417267876125,1.0,0.9481518568857118,True,89.10786935509735
agricultural_residues,hybrid_biorefinery,8.0,74.41125085054748,7.477689051128354,46.1892070862866,19.114167325004942,2.0146195941584444,648.0234161070192,23.596792673015713,13.15053154710536,0.2013715293302682,7.06845255031562,0.7100148101039743,0.7071161585486736,0.7884093073322653,3.749300123240616,-0.3696506928192543,0.6861323905868273,0.34761821231980355,0.711480773221841,1.281927834158926,-125.96168871422798,96.68005306502543,0.9605690409546691,0.9407736347053529,0.07782922823711624,0.8986017888681247,0.7731817389621982,0.9221707717628838,89.2106635668084,0.9030018965760039,1.0,0.605115237941664,0.8904695425180844,0.8728416105165202,0.9460300470050369,True,88.3162200744714
agricultural_residues,hybrid_biorefinery,24.55563514231268,70.20141223662742,2.270192787174384,39.781808240865836,18.71810358625874,0.5,539.9267335857633,25.418427777780646,44.170944903748,0.264617464415502,7.370816150225161,0.10043430394022197,0.9273260513957462,0.8751366056084511,14.992151556044192,0.8135997943572361,0.7116504545679083,0.4215214669348805,0.7541604055311979,1.1865139051951628,-99.18100245446306,86.27481667333109,0.9330748456980172,0.98,0.07445413987092099,0.8290415648167871,0.8069550766517195,0.925545860129079,86.23223348200237,0.8330635800407098,0.949444008580981,0.6870929183694199,0.8959196262415636,1.0,0.9005632247327341,True,87.71421092677153
agricultural_residues,hybrid_biorefinery,31.838491071910074,71.81543493080974,8.897577168907569,35.884928031103215,17.880610357736074,0.5,413.12118439338064,23.453620865487004,42.82576305427559,0.01,7.771002116568128,0.855640800307188,0.6546251185439369,0.7437768560544138,7.6846317953600725,0.024359871725552214,0.6532355190617948,0.2560913317141364,0.6524142263342453,1.2632368205290767,-82.1487754181855,104.08406756793167,0.9680548206081364,0.9653431530552574,0.055835057055764116,0.784802014073209,0.7301012185799145,0.9441649429442359,87.39059983941843,0.8893014018808703,0.9172909444085176,0.5467826915243421,0.9259856716859943,0.9524875415195897,0.9182461099438135,True,86.46437181432658
agricultural_residues,hybrid_biorefinery,23.166317631949784,74.34789799262546,6.599960232236031,40.65153580864186,19.434507148658593,0.5,680.5503663179885,25.62370034013521,34.72384058729102,0.16386094923339406,6.618429509760713,0.5396937483833509,0.7227941122723435,0.7557621412716842,15.791237463319801,-0.7585580893587172,0.648045016989636,0.15951228492888075,0.5545103969577988,1.0983360960366597,-84.5216810967884,94.95088802206895,0.9183030991101178,0.9656520539818557,0.03312748800648416,0.7909654054462035,0.7418924252224391,0.9668725119935159,85.02443499240272,0.7684293322396547,0.9217704636397265,0.618738468972867,0.9626537938349773,0.9534888921173611,0.8821257399827909,True,84.84659737989824
agricultural_residues,hybrid_biorefinery,10.842873093675408,70.1203655675542,7.942433884091784,40.18589925969985,17.004252692998723,0.5,687.7616993325382,24.473895932030793,34.466701328118866,0.08853662112418832,7.081968321122483,0.7999970652190161,0.8738711056902948,0.8478485056195724,17.13738457951946,-0.7670463958681466,0.6873022021225662,0.36025233320960937,0.40310419857878094,1.1817198502140307,-72.30788500745274,107.5625823099877,0.9012758148622165,0.98,0.06655530945977263,0.7592412597596175,0.6938595127839936,0.9334446905402274,87.73424903489072,0.8295495424321615,0.8987135275964631,0.5193772045990159,0.9086746365961076,1.0,0.9234920403332039,True,84.68162606105459
agricultural_residues,hybrid_biorefinery,27.66935783850557,73.19923209808,12.889820473981617,49.75589200418047,18.34670620891702,0.7184745176237892,662.7371003166988,26.111866512876233,68.37444405105987,0.2056288460826775,7.1221331028327,0.5510792324707336,0.8364081387017271,0.8236140950159627,15.205923764343229,-0.905131121160476,0.7208383414858847,0.2900957219222775,0.8829878050137785,1.1612000803659233,-83.3593149526712,106.68601576693818,0.98,0.9667853264925909,0.055768625108764576,0.7879462726043407,0.6939586715387231,0.9442313748912354,84.61706356220333,0.8145085712191077,0.9195761743583485,0.526283236257954,0.9260929458174475,0.9571625719556164,0.8759070664237989,True,83.97238226219682
agricultural_residues,hybrid_biorefinery,28.71107068258465,69.8709387686769,6.929479796550792,37.80533568672988,19.410165476379813,0.8778187495377274,771.7259858873126,25.681890196559436,36.34914069274231,0.22750743326317535,7.9348535050652185,0.25250596389540947,0.9530436275291879,0.8198563035353659,33.54693675727528,0.9209004912543782,0.636566628697022,0.47280098321202113,0.580596274781416,1.279156226661911,-46.62898353560292,110.891188501195,0.8992048145602227,0.98,0.08300747620847902,0.6925428143781894,0.6977765356488046,0.916992523791521,84.26679568329703,0.9009703109936573,0.8502374613049464,0.49315277255915824,0.882107721456588,1.0,0.8705600994161896,True,83.75113733106663
agricultural_residues,hybrid_biorefinery,20.239358079178764,73.41990633207409,12.213411284382568,34.59725018686202,17.461386669224062,3.4746869691071907,633.5311846151034,27.60182219223998,56.540562560076054,0.12014680647484124,7.380466566548407,0.9247601697225558,0.808547178818791,0.8186934035615585,27.745843275776213,-0.9796366233276104,0.5884417438549338,0.27556610430771816,0.6897969468149818,1.1779887770034498,-84.85538271900981,117.75913854363847,0.9621072414977996,0.9776332017827656,0.06058019472620785,0.791832162906519,0.6393725912373986,0.9394198052737921,83.84089783836124,0.8268146694209363,0.9224004182340897,0.4390436113081332,0.9183232359873088,0.9923276539318577,0.8640586133747225,True,83.23575813038342
